date,repo,user,role,hash
2021-08-24 13:54:55+00:00,mne-bids,alexrockhill,author,0822e178faf144c832fa962518f7f2b0e966a60d
2021-08-24 17:18:26+00:00,mne-python,adam2392,author,59c3b921cf7609d0f2ffc19c1a7dc276110100a3
2021-08-24 20:07:47+00:00,mne-python,alexrockhill,author,27c5d536808d9c8226047a825582b43df1218c95
2021-08-25 20:00:42+00:00,mne-python,adam2392,author,bcf2b2f7d5479060d6cff9a227ffbb795cbe7f85
2021-08-26 09:50:46+00:00,mne-bids,adam2392,author,fb650353b8a6569f7110fac261b82fb2b78ca272
2021-08-27 22:11:49+00:00,mne-connectivity,adam2392,author,989e2b3129ed07df29b96100cd249b6cf393fcc3
2021-08-28 16:26:45+00:00,mne-connectivity,adam2392,author,454ff4736941982018ae585f60c82afaf2c4b8e3
2021-08-30 15:05:06+00:00,mne-qt-browser,marsipu,author,0c1822591cf7a1add32bcadab29f1318df5ffad8
2021-08-30 15:08:12+00:00,mne-qt-browser,marsipu,author,33798c42fe7b894de4acd656f57db7cbbb9e1d1e
2021-08-31 20:27:05+00:00,mne-bids,alexrockhill,author,3d535908024e3b8170190393883037cfd744fdb2
2021-08-31 20:27:05+00:00,mne-bids,alexrockhill,co-author,3d535908024e3b8170190393883037cfd744fdb2
2021-09-01 10:57:59+00:00,mne-qt-browser,marsipu,author,0a1cf6e3a51e18077f0677260207f27e4f0e4f1e
2021-09-01 10:57:59+00:00,mne-qt-browser,marsipu,committer,0a1cf6e3a51e18077f0677260207f27e4f0e4f1e
2021-09-01 10:58:13+00:00,mne-qt-browser,marsipu,author,1790c33bb1a0cebe94d95860290587f699a2c688
2021-09-01 10:58:13+00:00,mne-qt-browser,marsipu,committer,1790c33bb1a0cebe94d95860290587f699a2c688
2021-09-02 08:47:19+00:00,mne-qt-browser,marsipu,author,0621df7d3be5ac1a80203e18e42893f4f5b6fae2
2021-09-02 08:47:48+00:00,mne-qt-browser,marsipu,author,5a3c9654b23bdb61858c4a758bcc278ec227abcc
2021-09-02 08:48:09+00:00,mne-qt-browser,marsipu,author,4d5be5c4eda5fcbd10626d786ba5b54efd7ecde4
2021-09-02 08:48:25+00:00,mne-qt-browser,marsipu,author,a7db22969addc1cdcca1d9eb19dee69edc8d406b
2021-09-02 08:57:08+00:00,mne-qt-browser,marsipu,author,4519941fb4c274e71615de646d39035d13899aa7
2021-09-02 13:45:37+00:00,mne-python,alexrockhill,author,b20f6b314b57d53c1c0f0277c1aaee5658004e06
2021-09-02 16:39:35+00:00,mne-qt-browser,marsipu,author,577ba1d3e7e6d0a03ce15dedf99bec3c5d9e1477
2021-09-02 16:40:18+00:00,mne-qt-browser,marsipu,committer,577ba1d3e7e6d0a03ce15dedf99bec3c5d9e1477
2021-09-02 16:57:42+00:00,mne-qt-browser,marsipu,author,a227089a0b4a3a02b142adf31e36700652a27411
2021-09-04 20:14:08+00:00,mne-qt-browser,marsipu,committer,b6c6ec5e2821784b22cd6c6d0aece6476ae44bdb
2021-09-04 20:14:08+00:00,mne-qt-browser,marsipu,author,b6c6ec5e2821784b22cd6c6d0aece6476ae44bdb
2021-09-05 08:33:16+00:00,mne-qt-browser,marsipu,committer,40eee841096c4cb5def91f1322890d724dbbfcad
2021-09-05 08:33:16+00:00,mne-qt-browser,marsipu,author,40eee841096c4cb5def91f1322890d724dbbfcad
2021-09-05 08:38:54+00:00,mne-qt-browser,marsipu,committer,c5bc41864a274d7b46a3d9797f1a99b3c2b61b74
2021-09-05 08:38:54+00:00,mne-qt-browser,marsipu,author,c5bc41864a274d7b46a3d9797f1a99b3c2b61b74
2021-09-05 08:44:32+00:00,mne-qt-browser,marsipu,committer,6c6c3cb637c2c25024dc57bbd77a1e1d037eb2eb
2021-09-05 08:44:32+00:00,mne-qt-browser,marsipu,author,6c6c3cb637c2c25024dc57bbd77a1e1d037eb2eb
2021-09-05 08:48:08+00:00,mne-qt-browser,marsipu,committer,c34aca7d4058758db4d89b820cc3aedb33433e3a
2021-09-05 08:48:08+00:00,mne-qt-browser,marsipu,author,c34aca7d4058758db4d89b820cc3aedb33433e3a
2021-09-05 08:49:38+00:00,mne-qt-browser,marsipu,author,8d88a5265f367765b963906bfb9643a2863341cc
2021-09-05 08:49:38+00:00,mne-qt-browser,marsipu,committer,8d88a5265f367765b963906bfb9643a2863341cc
2021-09-05 09:18:51+00:00,mne-qt-browser,marsipu,committer,ea95615bf2ec1e2def62bfbb8fc160d259e8dd3a
2021-09-05 09:18:51+00:00,mne-qt-browser,marsipu,author,ea95615bf2ec1e2def62bfbb8fc160d259e8dd3a
2021-09-06 17:54:44+00:00,mne-qt-browser,marsipu,author,1011634e35850fb0da3dc5d03edfde027749b045
2021-09-06 17:54:44+00:00,mne-qt-browser,marsipu,committer,1011634e35850fb0da3dc5d03edfde027749b045
2021-09-06 18:47:00+00:00,mne-qt-browser,marsipu,author,5115ded639736f80467b35210dcd48212cbb8c6b
2021-09-06 18:47:00+00:00,mne-qt-browser,marsipu,committer,5115ded639736f80467b35210dcd48212cbb8c6b
2021-09-07 13:00:09+00:00,mne-qt-browser,marsipu,committer,4ecffc4177e602a2c1a68e80887016d9ed3f6c48
2021-09-07 13:00:09+00:00,mne-qt-browser,marsipu,author,4ecffc4177e602a2c1a68e80887016d9ed3f6c48
2021-09-07 16:46:33+00:00,mne-qt-browser,marsipu,author,72e0f0ad1dd8a852e4f7ff2757d063b4591e78fe
2021-09-07 16:46:33+00:00,mne-qt-browser,marsipu,committer,72e0f0ad1dd8a852e4f7ff2757d063b4591e78fe
2021-09-07 16:46:56+00:00,mne-qt-browser,marsipu,author,df0316fe1dd241bccdb50058401dba22caea0bb4
2021-09-07 16:46:56+00:00,mne-qt-browser,marsipu,committer,df0316fe1dd241bccdb50058401dba22caea0bb4
2021-09-08 00:07:11+00:00,mne-bids,adam2392,author,1652466f8e829c95808b0344d81d87fbe0346d6e
2021-09-08 10:38:21+00:00,mne-qt-browser,marsipu,author,c0817f070dc7a82d824d4d1d348c4294b60f4e9e
2021-09-08 10:38:21+00:00,mne-qt-browser,marsipu,committer,c0817f070dc7a82d824d4d1d348c4294b60f4e9e
2021-09-08 11:47:53+00:00,mne-qt-browser,marsipu,committer,3c04b781ff38071acf3363dc455bcda89d078112
2021-09-08 11:47:53+00:00,mne-qt-browser,marsipu,author,3c04b781ff38071acf3363dc455bcda89d078112
2021-09-08 12:50:10+00:00,mne-qt-browser,marsipu,author,0cc79eb60d0f52eb578d16f7fc05d8007ee0b89b
2021-09-08 12:50:10+00:00,mne-qt-browser,marsipu,committer,0cc79eb60d0f52eb578d16f7fc05d8007ee0b89b
2021-09-08 14:17:06+00:00,mne-connectivity,adam2392,author,4773db02b1fb4fde8594898bf7593cc2a80c647d
2021-09-08 14:46:52+00:00,mne-connectivity,adam2392,author,c17271a55a21e48bccfdf98d698678a1cf539535
2021-09-08 14:46:52+00:00,mne-connectivity,adam2392,committer,c17271a55a21e48bccfdf98d698678a1cf539535
2021-09-08 15:37:31+00:00,mne-connectivity,adam2392,committer,3593de3b871d5a86ec62f5e85db8870d99ea5d93
2021-09-08 15:37:31+00:00,mne-connectivity,adam2392,author,3593de3b871d5a86ec62f5e85db8870d99ea5d93
2021-09-09 09:15:17+00:00,mne-qt-browser,marsipu,committer,3398c7737dab95ab61cc951de3f16c8e51bebab6
2021-09-09 09:15:17+00:00,mne-qt-browser,marsipu,author,3398c7737dab95ab61cc951de3f16c8e51bebab6
2021-09-09 10:37:47+00:00,mne-qt-browser,marsipu,committer,e704eb243574df55e710d41fd2c6af5a90c3ddb0
2021-09-09 10:37:47+00:00,mne-qt-browser,marsipu,author,e704eb243574df55e710d41fd2c6af5a90c3ddb0
2021-09-09 14:11:56+00:00,mne-qt-browser,marsipu,author,cba7f490b2ea649d8f5d1d72c167ca2769e16c0a
2021-09-09 14:11:56+00:00,mne-qt-browser,marsipu,committer,cba7f490b2ea649d8f5d1d72c167ca2769e16c0a
2021-09-09 20:08:38+00:00,mne-connectivity,adam2392,author,504d3845e0d8d98865e8b8ecd1b87c307f83638b
2021-09-10 14:25:10+00:00,mne-qt-browser,marsipu,committer,5b8b4eb53cc39b1758a5b8245d2a7f00ad73a7c1
2021-09-10 14:25:10+00:00,mne-qt-browser,marsipu,author,5b8b4eb53cc39b1758a5b8245d2a7f00ad73a7c1
2021-09-13 02:58:24+00:00,mne-qt-browser,marsipu,author,6c2b90e5dfe9e3ffad309cb3ce0021bdcce58a9f
2021-09-13 02:58:24+00:00,mne-qt-browser,marsipu,committer,6c2b90e5dfe9e3ffad309cb3ce0021bdcce58a9f
2021-09-14 01:50:04+00:00,mne-qt-browser,marsipu,committer,9454178eac926fd01e17b11078fe7c8844250417
2021-09-14 01:50:04+00:00,mne-qt-browser,marsipu,author,9454178eac926fd01e17b11078fe7c8844250417
2021-09-14 03:58:02+00:00,mne-qt-browser,marsipu,committer,0ac4f68454fefb38a64f7891282461ad8cd5f9d3
2021-09-14 03:58:02+00:00,mne-qt-browser,marsipu,author,0ac4f68454fefb38a64f7891282461ad8cd5f9d3
2021-09-14 05:27:10+00:00,mne-qt-browser,marsipu,committer,1de37abf753802fecb22f8e691b3c6969ecb337f
2021-09-14 05:27:10+00:00,mne-qt-browser,marsipu,author,1de37abf753802fecb22f8e691b3c6969ecb337f
2021-09-14 08:12:17+00:00,mne-qt-browser,marsipu,committer,db53fa831824862cbeed7a1c615475d7d7368a1c
2021-09-14 08:12:17+00:00,mne-qt-browser,marsipu,author,db53fa831824862cbeed7a1c615475d7d7368a1c
2021-09-14 14:46:03+00:00,mne-python,alexrockhill,author,82487bc6a8976b0fa55ab9c7a2d8af56fd8b7ae3
2021-09-14 16:15:08+00:00,mne-connectivity,adam2392,author,f6f16b35a8e2399605c0ae0c7c19e533f1e355ab
2021-09-14 16:18:20+00:00,mne-connectivity,adam2392,author,3b98d3704b603770e32e21c01496a9cc973edf82
2021-09-14 16:18:20+00:00,mne-connectivity,adam2392,committer,3b98d3704b603770e32e21c01496a9cc973edf82
2021-09-15 08:57:41+00:00,mne-python,adam2392,author,a2036aaaf1f34a5fdfd84a6c1eb75986dd2608b7
2021-09-15 20:03:45+00:00,mne-connectivity,adam2392,author,f3ff4ed9bb76dd28248f5944bb7abf875ca38b1d
2021-09-16 07:09:55+00:00,mne-python,alexrockhill,author,57e5e7f73b4a10d1cf3bfeb91685df7f88fcdbd9
2021-09-16 12:40:29+00:00,mne-qt-browser,marsipu,committer,c6d8e92717c6d3b7d82adb21ab5f916ab6ddad16
2021-09-16 12:40:29+00:00,mne-qt-browser,marsipu,author,c6d8e92717c6d3b7d82adb21ab5f916ab6ddad16
2021-09-16 14:15:21+00:00,mne-python,vagechirkov,author,e43136c22014cde2a0567f9e332faacb75f876dd
2021-09-16 20:53:05+00:00,mne-python,adam2392,author,a0faac5bbf5d43f5b264444fd7138ea10af1fd13
2021-09-17 07:25:04+00:00,mne-qt-browser,marsipu,author,ce2b8fa94bc382608a9cb755af356d343bb3353d
2021-09-17 07:25:04+00:00,mne-qt-browser,marsipu,committer,ce2b8fa94bc382608a9cb755af356d343bb3353d
2021-09-17 16:52:16+00:00,mne-python,alexrockhill,author,4375989ef05990574bfe70c34cef111340ac2383
2021-09-19 13:26:10+00:00,mne-bids,alexrockhill,author,7f91bc056baf56aa56053e34513221cd62ee5745
2021-09-19 13:26:10+00:00,mne-bids,adam2392,co-author,7f91bc056baf56aa56053e34513221cd62ee5745
2021-09-19 16:14:57+00:00,mne-connectivity,adam2392,author,6446ef998aaad9fc328274b9701743c5fea93939
2021-09-19 19:16:40+00:00,mne-qt-browser,marsipu,committer,89b4a52475a5d543f5bf5ac0883719d2227f4a48
2021-09-19 19:16:40+00:00,mne-qt-browser,marsipu,author,89b4a52475a5d543f5bf5ac0883719d2227f4a48
2021-09-19 20:45:33+00:00,mne-qt-browser,marsipu,committer,aca0197d0d4f1620e4240fe53b262e31638bb084
2021-09-19 20:45:33+00:00,mne-qt-browser,marsipu,author,aca0197d0d4f1620e4240fe53b262e31638bb084
2021-09-19 22:01:56+00:00,mne-python,adam2392,author,c42a7b7a6dee8a48239c293c32d21d88040b9adf
2021-09-19 22:33:45+00:00,mne-qt-browser,marsipu,committer,be1255692f3ac9b14ea6c47464e55b1ed14c07c8
2021-09-19 22:33:45+00:00,mne-qt-browser,marsipu,author,be1255692f3ac9b14ea6c47464e55b1ed14c07c8
2021-09-19 23:10:02+00:00,mne-qt-browser,marsipu,author,bc59b0b21f0a6718b643392a5cb459638210ac72
2021-09-19 23:10:02+00:00,mne-qt-browser,marsipu,committer,bc59b0b21f0a6718b643392a5cb459638210ac72
2021-09-19 23:15:10+00:00,mne-qt-browser,marsipu,author,c8da4c3c1220b45c2c94984d071d9ac8c4577a6d
2021-09-19 23:15:10+00:00,mne-qt-browser,marsipu,committer,c8da4c3c1220b45c2c94984d071d9ac8c4577a6d
2021-09-19 23:21:13+00:00,mne-qt-browser,marsipu,committer,623323649415a73ff9125346c7e193a57aa369d1
2021-09-19 23:21:13+00:00,mne-qt-browser,marsipu,author,623323649415a73ff9125346c7e193a57aa369d1
2021-09-19 23:28:26+00:00,mne-qt-browser,marsipu,committer,5b1cbf8ea7ced6d2c254f278904379ee4c29262d
2021-09-19 23:28:26+00:00,mne-qt-browser,marsipu,author,5b1cbf8ea7ced6d2c254f278904379ee4c29262d
2021-09-20 07:14:10+00:00,mne-qt-browser,marsipu,committer,80069438626bc6287cc9f0fb4785f8ab2e27b6d1
2021-09-20 07:14:10+00:00,mne-qt-browser,marsipu,author,80069438626bc6287cc9f0fb4785f8ab2e27b6d1
2021-09-20 16:03:01+00:00,mne-bids,adam2392,author,09839272f10444e6bfca997cd77552ae607d4a0d
2021-09-20 18:57:13+00:00,mne-qt-browser,marsipu,author,91251bbe5017fcce8aa1e44d4f022df54a993853
2021-09-20 18:57:13+00:00,mne-qt-browser,marsipu,committer,91251bbe5017fcce8aa1e44d4f022df54a993853
2021-09-20 22:43:00+00:00,mne-python,adam2392,author,9627d0965ced345fc5339caeb828e4180afacaa6
2021-09-21 14:56:08+00:00,mne-python,adam2392,author,6c0006dfc73588927936b95a1ae364556a55fbc0
2021-09-21 16:28:12+00:00,mne-qt-browser,marsipu,committer,b1192aec4765fb1618b146acafc9d4b863b94122
2021-09-21 16:28:12+00:00,mne-qt-browser,marsipu,author,b1192aec4765fb1618b146acafc9d4b863b94122
2021-09-21 17:44:49+00:00,mne-qt-browser,marsipu,committer,38fde24005e0b405c0efb65889adffb08b274f79
2021-09-21 17:44:49+00:00,mne-qt-browser,marsipu,author,38fde24005e0b405c0efb65889adffb08b274f79
2021-09-21 19:58:43+00:00,mne-bids,adam2392,author,0fd28f456027104dff94426770d9bef8e96dc713
2021-09-22 16:52:11+00:00,mne-python,alexrockhill,author,59560dfe179ffbb30d79ad88898121043539a2c1
2021-09-25 23:40:50+00:00,mne-python,adam2392,author,0b503d8b64bd1383eee0450c3998700ad354a1ef
2021-09-27 06:03:10+00:00,mne-python,adam2392,author,9c7e837f59e480fff1b6ea5841630e089aa5a235
2021-09-28 22:11:32+00:00,mne-qt-browser,marsipu,committer,05a9c8e9f843aa6332cee414d02441d3a5fcde5b
2021-09-28 22:11:32+00:00,mne-qt-browser,marsipu,author,05a9c8e9f843aa6332cee414d02441d3a5fcde5b
2021-09-28 22:12:14+00:00,mne-qt-browser,marsipu,committer,7932e8a6857db95a6c0148187a0ebdca98f9c02d
2021-09-28 22:12:14+00:00,mne-qt-browser,marsipu,author,7932e8a6857db95a6c0148187a0ebdca98f9c02d
2021-09-28 22:24:13+00:00,mne-qt-browser,marsipu,author,175ce4bb2f60cd63d8302ab432e7a3f6983b37bb
2021-09-28 22:24:13+00:00,mne-qt-browser,marsipu,committer,175ce4bb2f60cd63d8302ab432e7a3f6983b37bb
2021-09-28 22:30:27+00:00,mne-qt-browser,marsipu,committer,cd1590d64f42938320eeadfc6f2c63505085bd79
2021-09-28 22:30:27+00:00,mne-qt-browser,marsipu,author,cd1590d64f42938320eeadfc6f2c63505085bd79
2021-09-29 02:22:36+00:00,mne-hfo,adam2392,author,f81fe037d6e4779354926c72bde98bd10f4c0479
2021-09-29 02:40:53+00:00,mne-python,alexrockhill,author,08a02e3ce7af03604cde74b2d2b4352f00ab879d
2021-10-04 21:10:01+00:00,mne-qt-browser,marsipu,committer,24f7fb8b26194178be002c84b4600137c153c8fc
2021-10-04 21:10:01+00:00,mne-qt-browser,marsipu,author,24f7fb8b26194178be002c84b4600137c153c8fc
2021-10-04 21:32:53+00:00,mne-qt-browser,marsipu,author,5ba5bc2f80ed7d97d89c1025199ae788211f2047
2021-10-05 14:22:53+00:00,mne-python,alexrockhill,author,6bb3eb742b880a520431e10bfb5b113872ff67a0
2021-10-06 20:42:25+00:00,mne-qt-browser,marsipu,author,177ec7dbad41ad85d9d4ce92e63f99f067853603
2021-10-06 20:42:25+00:00,mne-qt-browser,marsipu,committer,177ec7dbad41ad85d9d4ce92e63f99f067853603
2021-10-06 20:42:39+00:00,mne-qt-browser,marsipu,committer,5ba5bc2f80ed7d97d89c1025199ae788211f2047
2021-10-07 05:19:27+00:00,mne-python,adam2392,co-author,6763cac6b4b3d379a9e5319dd3575f1f124c0060
2021-10-07 13:16:20+00:00,mne-qt-browser,marsipu,author,1fd8633950c18ae9fc1cc9a9a00e4d1644f6792e
2021-10-07 13:16:20+00:00,mne-qt-browser,marsipu,committer,1fd8633950c18ae9fc1cc9a9a00e4d1644f6792e
2021-10-07 13:21:21+00:00,mne-qt-browser,marsipu,author,1963dc44548c4ecc593bc8889b308bdd479e4194
2021-10-07 13:21:28+00:00,mne-qt-browser,marsipu,committer,1963dc44548c4ecc593bc8889b308bdd479e4194
2021-10-07 13:40:41+00:00,mne-qt-browser,marsipu,committer,56bf74221cf138bc66539c74814af401d446666b
2021-10-07 13:40:41+00:00,mne-qt-browser,marsipu,author,56bf74221cf138bc66539c74814af401d446666b
2021-10-07 14:54:53+00:00,mne-qt-browser,marsipu,author,5f359ad5a0036566644d07a3099b83d6966127c5
2021-10-07 14:54:53+00:00,mne-qt-browser,marsipu,committer,5f359ad5a0036566644d07a3099b83d6966127c5
2021-10-10 21:56:01+00:00,mne-qt-browser,marsipu,committer,784ed20b64f756c2c4a3709fc56aa54eaa2dd24a
2021-10-10 21:56:01+00:00,mne-qt-browser,marsipu,author,784ed20b64f756c2c4a3709fc56aa54eaa2dd24a
2021-10-10 22:32:42+00:00,mne-qt-browser,marsipu,committer,608e0600426bee1a2223e92c92c13ecd4d83a1eb
2021-10-10 22:32:42+00:00,mne-qt-browser,marsipu,author,608e0600426bee1a2223e92c92c13ecd4d83a1eb
2021-10-10 22:56:58+00:00,mne-qt-browser,marsipu,committer,6226b820847e58154bdb80505686ccf25d181b18
2021-10-10 22:56:58+00:00,mne-qt-browser,marsipu,author,6226b820847e58154bdb80505686ccf25d181b18
2021-10-10 23:31:59+00:00,mne-qt-browser,marsipu,committer,e30ca986643be5cae58948f1178f0c7ef8bcda90
2021-10-10 23:31:59+00:00,mne-qt-browser,marsipu,author,e30ca986643be5cae58948f1178f0c7ef8bcda90
2021-10-11 07:53:38+00:00,mne-bids,adam2392,author,f1b00b7830089d5fce6fb4ccc88e473d1b4a06ba
2021-10-11 09:48:02+00:00,mne-qt-browser,marsipu,committer,9554a44091a5cb616e8ea2cb40c82dac4f530990
2021-10-11 09:59:50+00:00,mne-qt-browser,marsipu,author,8d425788e9070ccac31d85d88a5ac4b747d018fe
2021-10-11 09:59:59+00:00,mne-qt-browser,marsipu,committer,8d425788e9070ccac31d85d88a5ac4b747d018fe
2021-10-11 19:58:56+00:00,mne-bids,adam2392,author,1c1479aa8880746178e738f72cb90911f58e9de5
2021-10-11 19:59:08+00:00,mne-qt-browser,marsipu,committer,72b38287038f041c951351fb662cd36ca468380f
2021-10-11 19:59:08+00:00,mne-qt-browser,marsipu,author,72b38287038f041c951351fb662cd36ca468380f
2021-10-12 09:37:39+00:00,mne-qt-browser,marsipu,committer,6a2a33747a55205e6c41f9a202ae7fa56404487d
2021-10-12 09:37:39+00:00,mne-qt-browser,marsipu,author,6a2a33747a55205e6c41f9a202ae7fa56404487d
2021-10-12 10:12:44+00:00,mne-qt-browser,marsipu,author,9b03034f858cf356b8c158868d2e0dad9e798e87
2021-10-12 10:12:44+00:00,mne-qt-browser,marsipu,committer,9b03034f858cf356b8c158868d2e0dad9e798e87
2021-10-12 10:42:40+00:00,mne-qt-browser,marsipu,author,446add876143594214e778239be3f1549ee96f98
2021-10-12 10:42:40+00:00,mne-qt-browser,marsipu,committer,446add876143594214e778239be3f1549ee96f98
2021-10-12 10:50:25+00:00,mne-qt-browser,marsipu,committer,77bf423a21d25a0cd4c5abd6cf8a53a3cc7f3cc9
2021-10-12 10:50:25+00:00,mne-qt-browser,marsipu,author,77bf423a21d25a0cd4c5abd6cf8a53a3cc7f3cc9
2021-10-12 10:57:29+00:00,mne-qt-browser,marsipu,author,b0a0f44578c8bcd6ac18fabb3433bf2672163746
2021-10-12 10:57:29+00:00,mne-qt-browser,marsipu,committer,b0a0f44578c8bcd6ac18fabb3433bf2672163746
2021-10-12 11:02:24+00:00,mne-qt-browser,marsipu,committer,c21df67d18efc4171bda02f77be08ba0b1138fc9
2021-10-12 11:02:24+00:00,mne-qt-browser,marsipu,author,c21df67d18efc4171bda02f77be08ba0b1138fc9
2021-10-12 11:08:06+00:00,mne-qt-browser,marsipu,committer,b9c401a23f0962f14668608b4eefb9eb3eec9507
2021-10-12 11:08:06+00:00,mne-qt-browser,marsipu,author,b9c401a23f0962f14668608b4eefb9eb3eec9507
2021-10-12 13:46:29+00:00,mne-qt-browser,marsipu,committer,75c0a98d1a8d22d6e5cccbabac24babf1a09400d
2021-10-12 13:46:29+00:00,mne-qt-browser,marsipu,author,75c0a98d1a8d22d6e5cccbabac24babf1a09400d
2021-10-12 14:06:38+00:00,mne-qt-browser,marsipu,committer,8fcfc59fc40a6ffed3636a4d0baba69015b77a7e
2021-10-12 14:06:38+00:00,mne-qt-browser,marsipu,author,8fcfc59fc40a6ffed3636a4d0baba69015b77a7e
2021-10-12 14:19:24+00:00,mne-qt-browser,marsipu,committer,fd7b2b68c730143b28f8707b49a83fe479cc97d4
2021-10-12 14:19:24+00:00,mne-qt-browser,marsipu,author,fd7b2b68c730143b28f8707b49a83fe479cc97d4
2021-10-12 14:27:09+00:00,mne-qt-browser,marsipu,committer,c1473e0922e838941d4e92fa8b1ddc6109abd734
2021-10-12 14:27:09+00:00,mne-qt-browser,marsipu,author,c1473e0922e838941d4e92fa8b1ddc6109abd734
2021-10-12 14:56:00+00:00,mne-qt-browser,marsipu,committer,8909ba504924e0d2d1aa5245bcb455ba75268157
2021-10-12 14:56:00+00:00,mne-qt-browser,marsipu,author,8909ba504924e0d2d1aa5245bcb455ba75268157
2021-10-12 15:01:18+00:00,mne-qt-browser,marsipu,author,c59bfd287385d753cfc6b7f1ffae5ec142ab0f28
2021-10-12 15:01:18+00:00,mne-qt-browser,marsipu,committer,c59bfd287385d753cfc6b7f1ffae5ec142ab0f28
2021-10-12 15:02:15+00:00,mne-qt-browser,marsipu,committer,fa7fb7197a1eeffd71842b9bb0705facb129f259
2021-10-12 15:02:15+00:00,mne-qt-browser,marsipu,author,fa7fb7197a1eeffd71842b9bb0705facb129f259
2021-10-12 18:52:51+00:00,mne-python,adam2392,author,040a40509ec600e83d572d6bc03a209a05a72a07
2021-10-13 13:55:25+00:00,mne-qt-browser,marsipu,committer,e61212282286aa39beaaf491b63201fb53b22a04
2021-10-13 13:55:25+00:00,mne-qt-browser,marsipu,author,e61212282286aa39beaaf491b63201fb53b22a04
2021-10-13 15:08:23+00:00,mne-qt-browser,marsipu,committer,2c4a08723f6f3ef71e03daff60de824ae4e47397
2021-10-13 15:08:23+00:00,mne-qt-browser,marsipu,author,2c4a08723f6f3ef71e03daff60de824ae4e47397
2021-10-13 15:17:06+00:00,mne-qt-browser,marsipu,author,6eac923fa1a849adebcbc3d135b9e40116bdc6ef
2021-10-13 15:17:06+00:00,mne-qt-browser,marsipu,committer,6eac923fa1a849adebcbc3d135b9e40116bdc6ef
2021-10-15 20:22:23+00:00,mne-qt-browser,marsipu,author,bc15998c3b841cc8d7ac676ae0ce3a52ac642641
2021-10-15 20:22:23+00:00,mne-qt-browser,marsipu,committer,bc15998c3b841cc8d7ac676ae0ce3a52ac642641
2021-10-15 20:34:18+00:00,mne-qt-browser,marsipu,author,d26ddc0bd2132f195fc5e29ef4a24bcee149630f
2021-10-15 20:34:18+00:00,mne-qt-browser,marsipu,committer,d26ddc0bd2132f195fc5e29ef4a24bcee149630f
2021-10-15 20:40:30+00:00,mne-qt-browser,marsipu,author,9939cbfb2c8c8e419daaa307ebc7d5babbc45341
2021-10-15 20:40:30+00:00,mne-qt-browser,marsipu,committer,9939cbfb2c8c8e419daaa307ebc7d5babbc45341
2021-10-15 21:02:24+00:00,mne-qt-browser,marsipu,committer,8cfb1d5943004c00f2eda47e4f5ee967b2891096
2021-10-15 21:02:24+00:00,mne-qt-browser,marsipu,author,8cfb1d5943004c00f2eda47e4f5ee967b2891096
2021-10-21 17:27:32+00:00,mne-python,adam2392,author,d973a1fa714534eab6e553f8073ceb9abce35fae
2021-10-26 00:29:28+00:00,mne-qt-browser,marsipu,committer,7725cc617936bd415c99d9d9602fec051d3108e0
2021-10-26 00:29:28+00:00,mne-qt-browser,marsipu,author,7725cc617936bd415c99d9d9602fec051d3108e0
2021-10-26 23:57:50+00:00,mne-connectivity,adam2392,author,837316781e3e867fc3a816f1ea08fa545eebb79d
2021-10-28 12:31:10+00:00,mne-python,alexrockhill,author,f6b1ba7a52a0907e1f04782e055409a2d12c330a
2021-10-28 17:50:42+00:00,mne-connectivity,adam2392,author,48c03747cbce2c623d1530c585de24209b724ab6
2021-10-28 23:06:09+00:00,mne-qt-browser,marsipu,committer,f26018a41c105833dae928431f174be191ce035b
2021-10-28 23:06:09+00:00,mne-qt-browser,marsipu,author,f26018a41c105833dae928431f174be191ce035b
2021-10-29 01:08:46+00:00,mne-qt-browser,marsipu,committer,5d3288e2dea8ff3dd225bc483d33279b13b18e8b
2021-10-29 01:08:46+00:00,mne-qt-browser,marsipu,author,5d3288e2dea8ff3dd225bc483d33279b13b18e8b
2021-10-29 01:21:21+00:00,mne-qt-browser,marsipu,author,2c4806efbafc6eb7a59f17968f4b389db07ad061
2021-10-29 01:21:21+00:00,mne-qt-browser,marsipu,committer,2c4806efbafc6eb7a59f17968f4b389db07ad061
2021-10-31 15:45:05+00:00,mne-qt-browser,marsipu,author,ffd5315af197c521f7fa49e40bfd03e11bb9c442
2021-10-31 15:45:05+00:00,mne-qt-browser,marsipu,committer,ffd5315af197c521f7fa49e40bfd03e11bb9c442
2021-10-31 15:49:28+00:00,mne-qt-browser,marsipu,committer,10b78434d4f36ec42a16e81d48c70f03f5d45ec8
2021-10-31 15:49:28+00:00,mne-qt-browser,marsipu,author,10b78434d4f36ec42a16e81d48c70f03f5d45ec8
2021-10-31 18:27:16+00:00,mne-qt-browser,marsipu,committer,4b3a8b738873f60c50cbcea79f8d29c6371b126a
2021-10-31 18:27:16+00:00,mne-qt-browser,marsipu,author,4b3a8b738873f60c50cbcea79f8d29c6371b126a
2021-10-31 18:29:14+00:00,mne-qt-browser,marsipu,committer,b066e20584c9292064f44ed2cfa84ba3367b6c8f
2021-10-31 18:29:14+00:00,mne-qt-browser,marsipu,author,b066e20584c9292064f44ed2cfa84ba3367b6c8f
2021-10-31 18:43:12+00:00,mne-qt-browser,marsipu,author,b48e0bd4572ac269788c10a00cc58b6ffa6d3941
2021-10-31 18:43:12+00:00,mne-qt-browser,marsipu,committer,b48e0bd4572ac269788c10a00cc58b6ffa6d3941
